Compound ID,Comp Conc. (µM),Chemotype,Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFR?,PDGFR?-D842V,PDGFR?-T674I,PDGFR?-V561D,PDGFR?.1,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-?,PKC-?.1,PKC-?.2,PKC-?1,PKC-?2,PKC-?.3,PKC-?.4,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-?,MRCK-?.1,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1B?,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38?,P38?.1,P38?.2,P38?.3,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-?,PI3-K-?.1,PI4-K-?,SPHK1,SPHK2,Canonical_SMILES,Changed
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2ccccc2Cl)c1,1,08:2-amino_oxazoles,15743202,-3,-1,1,4,2,0,16,23,22,26,12,33,29,25.0,2,3,2,10,5,2,6,3,5,16,10,12,19,15,17,19,23,39,2,9,4,1,3,9,45,5,0.0,1,5,4.0,3,6.0,4,8,9.0,6,8,12,8.0,4,2.0,9.0,43,9.0,21,10.0,7.0,33.0,32.0,4,14.0,34,30,40,85.0,1,24,9,21.0,17.0,16,4,5,15,28.0,8,3,67.0,1.0,7,1,3,0,1,5.0,4,10,13,-3,0,1,5,6,3,1,24,22,7,-2,1,0,17,0,0,3,2.0,1,0,4,-7,0,2,4,2,6,4,4,4,3,0.0,0,1,3,-1,-2,1,5,2,0,2,2,-2,3,4.0,0,2.0,0,3,0,2,5,-3,11,-1,5.0,0,1,1,1,1,3,-1,0,3,8,5,0,1,2,0,-1,0,0,3,0,1.0,-1,-1,1,3,3,0,0,5,1,2,2,5,1,4,1,7,3,-2,8,2,0,3,1,0.0,4,1,-1,3,-1,1,12,5,1,0,1,1,2,1,1,3,9,34,9,48,6,5,12,23,9,-2,2,-6,-2,-2,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3Cl)o2)c1,True
Cc1cccc(Nc2ncc(o2)-c2ccccc2)c1,1,08:2-amino_oxazoles,15743202,0,-4,3,0,8,3,8,19,22,13,6,20,14,18.0,1,6,1,5,5,3,0,0,4,6,6,10,8,7,10,9,19,11,2,6,3,4,2,3,4,3,1.0,3,5,8.0,3,2.0,1,0,6.0,6,12,12,-1.0,3,-4.0,2.0,5,7.0,5,6.0,3.0,7.0,4.0,1,11.0,21,9,26,89.0,0,48,53,81.0,19.0,30,5,50,49,37.0,5,3,4.0,3.0,3,2,3,1,3,9.0,1,8,12,-2,6,3,4,4,5,2,14,10,8,3,6,2,10,4,3,10,3.0,5,3,6,4,5,3,6,8,3,3,2,3,4,3.0,3,5,3,1,2,1,7,3,6,7,7,2,11,11.0,12,14.0,4,4,5,8,8,11,8,6,1.0,4,4,1,4,7,7,1,4,4,8,2,5,5,4,7,9,7,8,9,13,19.0,1,4,4,6,10,2,4,3,0,2,1,6,1,4,4,5,5,2,7,6,5,8,8,5.0,9,9,5,11,6,8,7,7,3,5,5,4,12,12,0,-2,1,5,9,8,2,4,6,3,6,0,2,3,4,-2,Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,True
N(c1ncc(o1)-c1ccccc1)c1ccccc1,1,08:2-amino_oxazoles,15743202,8,-5,2,-2,1,5,8,21,18,14,8,16,17,23.0,4,7,0,6,9,2,7,2,5,5,11,13,10,8,15,15,14,7,0,12,5,5,6,13,14,3,1.0,7,4,6.0,7,5.0,3,7,4.0,7,10,9,9.0,6,-4.0,2.0,7,10.0,6,11.0,8.0,11.0,7.0,1,12.0,20,12,23,88.0,4,40,50,79.0,10.0,30,7,37,46,36.0,4,1,10.0,11.0,3,4,3,4,8,16.0,3,4,9,1,8,4,6,5,6,0,26,19,9,11,4,3,3,-5,4,8,5.0,5,5,5,5,5,10,4,3,2,0,3,3,5,3.0,1,3,4,2,0,5,4,2,0,3,2,1,5,6.0,3,3.0,3,3,0,3,10,16,15,3,4.0,4,3,11,6,6,3,2,2,6,5,3,9,8,8,4,4,3,5,14,13,11.0,2,4,5,0,10,4,6,5,0,2,3,9,-1,3,1,10,10,0,6,8,8,7,10,5.0,11,12,6,22,11,13,12,6,5,5,7,4,16,13,-2,0,2,4,3,6,1,3,6,5,16,7,5,-3,5,7,c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,True
Cl.COc1ccccc1Nc1ncc(o1)-c1ccccc1,1,08:2-amino_oxazoles,15743202,5,-1,-1,-2,11,4,8,15,11,10,6,14,14,11.0,3,7,3,7,7,3,7,2,5,6,10,13,8,6,12,8,11,6,2,13,5,5,3,11,11,-4,4.0,4,9,11.0,3,2.0,4,0,3.0,5,9,9,2.0,1,-5.0,2.0,2,7.0,6,,6.0,14.0,13.0,1,16.0,19,10,54,98.0,7,78,85,87.0,26.0,47,7,69,53,48.0,6,3,14.0,5.0,0,2,2,1,7,16.0,3,9,11,2,7,4,5,5,7,0,26,17,8,13,6,2,-3,-10,4,3,4.0,5,6,4,2,4,0,-6,2,24,0,1,5,2,3.0,2,4,4,3,1,7,4,1,-6,2,3,4,3,2.0,3,4.0,4,4,1,-3,11,13,9,-4,1.0,-9,0,13,6,5,0,2,-2,1,7,6,5,5,2,4,5,3,6,5,14,-4.0,4,4,3,4,8,2,4,-4,1,1,2,-3,1,3,6,5,5,2,3,8,10,9,2,1.0,3,4,-1,-1,2,3,11,7,5,4,6,6,4,3,-3,1,1,1,1,0,-1,3,3,8,12,6,2,1,-7,0,COc1ccccc1Nc1ncc(-c2ccccc2)o1.Cl,True
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2cccc(F)c2)c1,1,08:2-amino_oxazoles,15743202,10,-2,2,0,9,5,80,86,85,86,25,90,77,75.0,18,33,29,56,37,6,30,18,46,74,64,74,79,75,76,72,89,96,10,34,17,32,7,46,23,2,5.0,7,7,28.0,8,7.0,5,28,16.0,43,47,48,7.0,5,-6.0,10.0,26,57.0,34,57.0,46.0,70.0,77.0,18,55.0,77,87,67,97.0,10,81,34,75.0,60.0,71,41,17,69,83.0,14,13,77.0,9.0,20,8,3,3,6,18.0,5,15,28,-3,10,5,8,9,8,0,19,16,24,11,9,2,10,-6,5,7,5.0,5,5,10,4,3,6,8,5,6,14,6,5,5,3.0,0,8,4,3,1,4,5,3,2,4,4,3,6,8.0,3,7.0,3,4,1,3,4,6,27,5,1.0,1,3,25,8,11,5,2,3,7,12,20,5,5,4,3,3,3,4,37,29,12.0,-1,3,6,6,15,3,6,7,0,4,5,13,0,5,7,16,0,1,12,9,10,11,1,1.0,4,6,-2,2,4,7,15,8,5,5,7,5,6,4,0,0,12,63,24,30,12,26,14,47,9,6,5,-2,0,0,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(F)c3)o2)c1,True
COc1cc(Nc2ncc(o2)-c2ccccc2)cc(OC)c1OC,1,08:2-amino_oxazoles,15743202,-1,7,5,13,3,-1,37,61,61,58,22,69,52,52.0,-1,8,0,16,5,3,4,4,4,41,25,31,48,47,29,38,72,47,-1,1,-6,3,-2,6,5,-2,1.0,1,-1,16.0,0,2.0,-2,9,14.0,23,28,25,3.0,2,-2.0,4.0,1,16.0,16,16.0,9.0,27.0,17.0,1,,48,37,58,99.0,0,95,80,91.0,63.0,70,43,78,76,74.0,5,0,28.0,14.0,0,0,1,-1,-2,-3.0,1,9,21,-5,-2,-1,11,0,-2,-5,26,17,11,-1,0,-1,7,-11,1,1,-1.0,-1,0,2,-9,0,6,1,0,3,3,7,7,4,-2.0,-2,1,5,0,1,-4,1,1,2,2,-1,1,1,1.0,1,0.0,2,4,1,4,50,72,76,1,2.0,0,0,21,-2,6,0,0,-1,-2,24,30,-2,-1,0,13,22,16,16,31,27,61.0,6,11,9,5,6,-1,0,1,1,2,2,6,-1,2,-1,8,4,-4,14,1,4,5,6,6.0,9,6,6,3,2,-3,-4,0,-2,-1,-2,1,34,36,1,0,1,3,11,4,4,6,-2,4,-1,3,11,7,0,0,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,True
COc1cc(Nc2ncc(o2)-c2ccccc2)cc(OC)c1,1,08:2-amino_oxazoles,15743202,6,-2,2,-2,3,4,23,40,41,34,13,51,35,29.0,5,7,1,9,8,4,8,4,5,20,14,20,27,22,30,27,50,40,2,14,9,5,3,11,10,-8,1.0,6,4,12.0,6,4.0,2,8,5.0,20,35,31,0.0,6,-6.0,5.0,9,9.0,12,13.0,8.0,12.0,10.0,0,19.0,19,9,56,97.0,3,82,84,91.0,37.0,54,12,76,64,63.0,8,3,31.0,5.0,2,5,2,0,4,15.0,3,7,13,-1,7,3,7,6,7,-4,19,19,13,7,3,2,5,-5,4,3,5.0,5,3,3,19,-1,0,0,3,2,3,3,4,3,2.0,1,3,5,3,4,6,3,2,2,2,3,3,2,2.0,5,2.0,3,-4,1,-1,20,30,30,5,2.0,-2,-1,14,5,7,2,2,1,4,12,11,5,5,2,4,2,3,5,34,21,33.0,9,7,6,8,6,2,5,-1,1,0,2,1,-1,4,6,7,5,2,4,11,8,4,7,4.0,13,15,6,30,15,3,6,6,4,4,6,6,15,12,-2,1,1,2,17,13,1,6,2,4,12,7,6,3,2,-1,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,True
COc1cc(C=NNc2ncnc3n(Cc4ccccc4)ncc23)ccc1O,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,3,-2,0,4,4,-4,83,90,89,92,62,91,72,49.0,3,17,0,20,16,1,-1,5,2,24,14,34,42,35,52,5,76,30,32,22,3,7,0,10,-2,-4,1.0,-1,-2,16.0,-13,-2.0,-4,6,17.0,3,23,14,13.0,7,6.0,6.0,8,46.0,11,28.0,-5.0,-2.0,-3.0,4,2.0,12,0,59,-2.0,1,-3,4,-1.0,3.0,43,42,1,34,26.0,32,0,-2.0,67.0,76,31,-3,0,-3,-10.0,-2,4,10,9,-6,-4,5,-2,-1,2,8,5,6,-3,-5,-1,-6,-9,-5,-4,-3.0,-3,-2,-3,-4,-1,-1,3,4,4,4,2,2,0,-1.0,-2,-1,3,0,-2,-1,3,4,3,1,2,-1,4,3.0,5,6.0,6,1,4,-1,34,11,26,-3,-3.0,-4,1,3,-6,0,-4,-2,-2,-2,1,0,-1,-2,1,3,5,5,1,-14,-4,28.0,1,3,0,-3,47,-3,-3,-4,5,5,2,-3,0,-1,-5,-1,-3,-4,4,-4,-3,-2,16,15.0,0,6,3,0,5,0,-3,-2,-6,-3,-7,-1,20,18,0,-1,10,4,2,3,9,9,-2,14,3,-2,7,3,-3,0,COc1cc(C=NNc2ncnc3c2cnn3Cc2ccccc2)ccc1O,True
COc1cc(ccc1O)\C=N\Nc1ncnc2n(ncc12)C(C)C,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,14,5,1,3,7,5,71,81,81,82,48,82,74,69.0,-2,17,1,14,14,5,5,5,2,45,53,33,59,53,40,40,73,51,21,33,8,21,4,30,22,35,4.0,4,4,38.0,3,8.0,3,-1,53.0,8,31,29,18.0,6,0.0,21.0,26,85.0,54,78.0,3.0,8.0,8.0,1,4.0,20,22,42,53.0,4,0,8,23.0,23.0,65,61,4,55,45.0,12,6,8.0,10.0,12,3,0,2,3,6.0,3,8,19,2,2,2,10,8,8,3,21,19,22,3,1,0,5,-12,1,1,1.0,3,3,5,7,78,3,4,2,1,1,3,3,2,-2.0,-3,-1,3,3,2,3,6,3,3,5,4,2,2,3.0,1,4.0,4,3,0,0,16,14,38,2,1.0,-2,1,5,2,4,1,0,0,0,3,6,2,1,1,4,0,1,5,23,15,22.0,7,12,4,4,80,1,2,1,4,8,2,5,-1,10,6,6,3,2,6,2,-2,-1,46,48.0,47,32,28,10,19,3,4,3,3,2,3,3,37,33,1,-1,32,23,16,20,8,8,6,12,3,70,71,27,7,2,COc1cc(/C=N/Nc2ncnc3c2cnn3C(C)C)ccc1O,True
COc1cccc(c1)-n1ncc2c(N\N=C\c3cccc(F)c3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,2,0,1,1,3,1,84,88,88,90,52,89,69,52.0,5,14,-5,2,2,-2,5,3,3,18,41,21,56,51,33,32,57,31,-6,3,-1,1,-1,4,10,-1,0.0,2,-1,11.0,5,-4.0,0,2,11.0,4,6,8,24.0,17,1.0,7.0,8,18.0,9,19.0,-3.0,0.0,0.0,-5,3.0,34,-2,3,14.0,2,7,-1,7.0,14.0,50,48,22,41,51.0,9,0,2.0,8.0,38,7,0,3,-1,3.0,2,0,2,-7,6,6,5,8,7,3,35,26,12,6,2,1,-8,-5,3,2,0.0,-1,1,3,10,0,3,0,3,1,3,3,4,2,-3.0,-4,-2,3,1,1,3,2,-2,1,3,2,2,4,3.0,2,-2.0,2,3,0,-1,8,2,17,2,2.0,1,2,9,2,16,3,1,0,0,6,12,-1,0,-1,6,-2,3,6,14,12,-25.0,14,21,5,6,11,1,2,-1,-3,-1,1,3,-2,2,3,3,3,1,6,5,0,7,34,33.0,39,13,6,17,22,5,5,0,6,3,3,1,75,73,-2,-4,0,1,21,21,15,26,17,11,10,5,6,-7,-2,0,COc1cccc(-n2ncc3c(N/N=C/c4cccc(F)c4)ncnc32)c1,True
COc1cccc(c1)-n1ncc2c(N\N=C\c3ccc(F)cc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,7,-2,4,1,5,3,79,85,85,89,39,86,76,58.0,11,13,1,8,9,3,6,4,2,18,46,17,49,44,30,31,49,25,6,16,4,3,4,11,14,-4,3.0,4,4,8.0,3,4.0,2,4,9.0,5,5,7,14.0,17,-4.0,5.0,9,15.0,8,19.0,0.0,8.0,7.0,3,3.0,21,7,6,17.0,8,6,5,8.0,12.0,42,45,30,37,45.0,6,4,12.0,8.0,35,12,4,1,4,11.0,1,7,9,-22,8,7,1,9,10,-2,21,17,11,7,5,2,6,6,3,5,5.0,5,3,4,20,8,2,4,4,5,3,2,3,4,2.0,0,1,6,4,1,3,3,1,1,0,4,1,3,4.0,5,4.0,1,6,1,2,13,3,19,4,0.0,-3,1,5,7,3,3,3,3,3,13,17,4,5,3,2,7,2,5,14,14,17.0,12,18,6,3,6,2,5,5,0,0,1,6,0,4,2,7,3,3,7,8,4,7,33,36.0,49,15,5,17,17,4,7,6,7,1,2,4,88,83,3,1,6,4,27,21,16,24,19,16,11,19,17,-5,-1,0,COc1cccc(-n2ncc3c(N/N=C/c4ccc(F)cc4)ncnc32)c1,True
COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,9,4,4,3,14,7,83,88,88,88,47,87,79,66.0,25,32,8,25,39,8,30,7,4,60,55,54,64,60,53,41,83,58,21,55,16,21,5,39,30,14,8.0,12,9,27.0,15,13.0,4,2,23.0,3,11,11,17.0,15,-4.0,10.0,27,83.0,69,81.0,8.0,17.0,19.0,3,11.0,46,26,34,49.0,13,8,6,17.0,34.0,72,81,17,76,67.0,9,9,19.0,9.0,8,5,4,6,4,21.0,4,18,45,6,9,8,10,19,15,5,38,25,19,7,4,1,12,4,4,14,25.0,19,20,8,5,5,24,14,8,11,12,13,10,21,1.0,1,1,54,5,20,7,8,4,5,4,4,3,55,15.0,4,6.0,6,14,2,2,42,66,55,24,1.0,-1,5,17,9,11,5,2,2,4,26,23,3,4,4,15,31,18,36,33,27,28.0,18,23,21,20,75,1,12,4,4,21,11,66,2,12,5,8,6,6,21,96,14,62,16,16.0,28,14,7,16,5,6,7,5,6,2,5,7,42,24,2,2,13,29,39,23,32,45,45,35,13,44,20,31,-2,0,COc1cc(/C=N/Nc2ncnc3[nH]ncc23)ccc1O,True
Cl.COc1cccc(c1)-n1ncc2c(N\N=C\c3ccc(cc3)C(=O)NCCN(C)C)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,18,6,14,15,1,4,95,95,95,95,95,94,83,82.0,22,46,2,29,20,9,53,20,12,73,94,69,88,86,82,84,90,86,5,16,6,30,7,46,12,5,4.0,4,9,42.0,2,5.0,1,41,80.0,12,26,21,66.0,56,41.0,59.0,61,67.0,50,72.0,10.0,11.0,10.0,4,37.0,69,53,38,66.0,15,52,6,55.0,76.0,74,89,78,85,78.0,46,13,68.0,56.0,91,69,4,26,11,50.0,2,17,50,1,28,24,22,10,6,1,78,65,61,5,4,2,8,13,4,7,9.0,12,12,2,-9,-7,8,8,5,6,6,7,8,21,-3.0,-5,-1,48,4,40,1,4,9,7,18,1,10,20,2.0,5,11.0,7,9,8,8,39,57,63,3,1.0,2,6,30,7,36,10,1,1,4,68,73,5,7,6,17,18,12,17,76,61,77.0,67,72,12,15,12,-1,0,5,1,4,8,6,0,7,2,1,-1,0,11,-6,1,4,74,77.0,90,48,50,81,71,4,12,3,23,5,4,3,83,79,-3,1,32,74,79,76,57,72,66,62,12,20,16,6,1,1,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1.Cl,True
COc1cccc(c1)-n1ncc2c(N\N=C\c3ccc(cc3)S(C)(=O)=O)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,7,1,12,6,2,0,93,94,95,95,87,95,73,62.0,18,31,-3,12,10,0,27,18,3,38,74,56,76,73,64,70,77,57,1,12,-1,7,-2,11,6,-2,1.0,2,-2,27.0,1,-5.0,1,8,23.0,5,19,22,44.0,48,1.0,28.0,22,31.0,8,27.0,1.0,5.0,4.0,-1,19.0,66,31,22,62.0,9,45,8,28.0,62.0,78,89,81,86,78.0,31,2,20.0,23.0,58,21,1,6,4,8.0,1,-2,7,-6,16,20,1,4,3,3,59,50,16,3,2,0,10,5,2,6,-1.0,-1,-2,1,1,-2,6,-1,2,1,1,3,4,6,-3.0,-3,-4,10,3,4,3,3,-1,7,13,1,1,2,2.0,2,-1.0,1,2,0,0,42,12,28,0,-3.0,0,1,3,2,4,1,0,-1,-1,24,34,-2,-1,-3,4,4,3,5,30,26,37.0,52,61,2,4,5,0,-1,-2,-3,2,2,-1,0,5,2,1,2,0,8,9,0,-1,59,64.0,68,42,21,26,20,5,5,2,7,2,2,2,81,79,0,1,14,18,64,61,47,64,25,39,-19,2,2,-2,10,-2,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,True
COc1cc(C=NNc2ncnc3n(ncc23)-c2ccccc2)ccc1O,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,3,1,9,4,5,4,78,85,89,89,82,87,74,72.0,6,22,2,6,13,5,14,5,3,65,64,42,66,63,50,48,79,65,11,17,8,10,-3,18,14,43,10.0,7,7,31.0,3,4.0,2,14,44.0,14,33,35,64.0,89,11.0,35.0,33,81.0,46,75.0,4.0,9.0,8.0,3,15.0,50,24,27,67.0,9,38,12,55.0,57.0,78,80,39,69,69.0,52,5,51.0,36.0,80,38,2,13,-2,7.0,4,22,41,-6,3,3,19,12,6,13,71,65,26,5,3,2,0,3,1,7,18.0,3,6,3,-4,-6,15,-1,5,8,6,6,7,10,-3.0,-1,-1,12,1,12,1,12,4,4,6,1,5,4,2.0,1,2.0,3,9,2,3,57,88,94,-1,-4.0,-1,3,11,2,12,5,-1,-2,-3,52,50,3,3,3,11,18,6,8,20,18,57.0,40,43,5,7,44,-1,2,-6,2,0,2,-3,-3,16,4,1,5,0,21,9,-1,-1,24,36.0,42,14,13,22,19,7,11,9,7,6,2,2,79,78,1,4,9,9,28,40,11,29,24,42,11,16,18,0,-4,-3,COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O,True
CCCNc1cccc(c1)-n1ncc2c(N\N=C\c3ccncc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,12,4,15,8,9,6,77,86,86,84,86,86,75,62.0,12,13,4,9,8,11,51,8,3,63,68,36,70,65,52,53,82,83,5,17,3,6,2,9,12,-3,4.0,4,3,33.0,1,0.0,2,8,50.0,7,34,37,58.0,49,13.0,26.0,43,55.0,41,65.0,3.0,19.0,9.0,3,20.0,65,41,18,24.0,10,5,13,18.0,32.0,78,71,38,68,79.0,36,4,48.0,33.0,72,31,5,3,4,43.0,1,12,38,-4,2,3,4,12,10,-1,44,36,28,-1,2,0,5,2,2,2,1.0,2,1,1,4,4,10,-3,3,5,5,4,2,9,0.0,-1,-1,14,5,11,3,5,1,6,4,3,12,5,3.0,4,4.0,14,28,1,5,44,59,71,0,3.0,-3,2,20,8,1,3,2,-2,-5,72,69,0,1,1,9,9,5,10,21,10,36.0,25,29,4,2,4,3,6,-8,0,4,1,-6,3,8,1,0,-1,3,20,13,3,1,13,23.0,42,9,10,10,10,6,8,26,3,0,2,4,72,69,4,1,10,11,14,28,9,21,14,14,16,4,15,4,-4,1,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,True
COc1cccc(c1)-n1nc(C)c2c(N\N=C(/C)c3ccncc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,4,-1,2,0,2,0,2,4,4,3,-1,5,9,6.0,0,4,0,3,4,0,0,3,0,1,3,3,2,1,4,5,3,1,-2,6,2,1,1,3,9,2,2.0,2,1,4.0,0,1.0,-2,0,0.0,3,1,0,0.0,-2,1.0,0.0,2,1.0,1,6.0,-1.0,0.0,2.0,-1,0.0,4,1,6,3.0,-1,0,0,-2.0,1.0,8,2,4,0,6.0,2,1,0.0,2.0,1,1,-2,-1,2,0.0,1,5,5,-3,-2,-1,0,2,4,2,5,6,4,6,2,0,-1,-5,0,0,0.0,1,-1,2,0,1,1,-1,0,0,2,0,0,0,0.0,0,4,1,1,6,-5,0,-1,-2,0,0,-1,0,1.0,-1,0.0,-2,-1,0,-2,4,4,1,0,0.0,1,2,3,0,2,0,-1,0,0,1,1,1,0,-1,0,0,1,1,0,4,3.0,-2,1,1,1,2,0,2,-1,0,-1,0,1,1,0,-1,2,2,1,-2,1,2,-3,6,3.0,8,2,-1,1,2,2,1,0,-1,0,1,-1,12,9,-2,-2,-2,1,3,3,8,11,4,7,2,0,6,-4,2,0,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,True
COc1cccc(c1)-n1ncc2c(N\N=C\c3ccc(C)cc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,4,-1,2,1,17,10,65,74,74,81,23,76,62,41.0,8,11,0,8,6,4,5,0,6,7,21,16,23,19,19,16,33,14,1,11,3,3,4,9,16,1,11.0,9,22,38.0,82,23.0,15,2,13.0,5,5,3,10.0,7,-7.0,5.0,4,11.0,10,14.0,18.0,7.0,7.0,2,0.0,19,5,13,11.0,6,4,-2,6.0,10.0,23,24,17,26,21.0,5,5,10.0,5.0,12,6,2,3,3,12.0,4,19,28,0,11,6,4,13,11,-3,21,16,11,9,6,1,11,-8,4,9,12.0,11,8,14,8,6,3,-3,6,7,5,3,5,4,2.0,1,2,4,3,3,5,-9,2,1,3,4,2,6,7.0,5,3.0,4,5,2,6,7,5,12,2,3.0,5,3,10,6,12,6,2,1,-1,11,10,10,11,8,5,7,6,6,15,13,16.0,9,13,7,6,13,4,15,-4,1,8,4,-5,1,10,11,10,10,3,5,7,9,10,7,8.0,11,8,-1,-1,7,12,9,4,6,7,8,3,56,47,-2,0,1,6,13,11,11,17,14,23,19,8,6,3,2,0,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C)cc4)ncnc32)c1,True
COc1cccc(\C=N\Nc2ncnc3n(ncc23)-c2cccc(OC)c2)c1,1,09:4-hydrazinly_pyrazolopyrimidines,15080992,4,-1,5,-3,4,3,34,42,42,55,10,50,27,15.0,4,6,-1,3,5,0,6,-4,3,5,9,7,15,11,8,8,18,8,-2,10,4,1,4,6,10,0,3.0,4,3,8.0,3,1.0,1,3,3.0,5,6,2,5.0,10,-5.0,3.0,4,7.0,2,7.0,2.0,6.0,5.0,0,1.0,11,-1,6,7.0,5,4,1,5.0,7.0,15,8,7,8,11.0,4,3,4.0,3.0,9,4,2,2,6,10.0,2,1,5,-2,7,5,3,4,4,-2,11,11,6,6,4,1,-2,-8,3,6,4.0,4,1,5,6,4,4,0,3,1,1,2,2,2,2.0,0,4,1,2,2,4,6,1,1,2,4,2,3,4.0,2,1.0,4,4,1,0,6,4,4,5,2.0,1,1,3,2,6,1,1,2,2,2,4,3,8,1,1,1,1,2,7,9,4.0,-1,2,3,3,10,1,4,-2,-1,0,2,-2,-1,4,4,11,9,2,1,7,6,-3,4,4.0,5,4,-3,1,4,6,5,3,5,4,-27,2,58,51,-3,-1,2,1,3,4,2,8,6,3,9,2,2,2,0,-1,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,True
