Compound ID,Comp Conc. (µM),Chemotype,Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFR?,PDGFR?-D842V,PDGFR?-T674I,PDGFR?-V561D,PDGFR?.1,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-?,PKC-?.1,PKC-?.2,PKC-?1,PKC-?2,PKC-?.3,PKC-?.4,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-?,MRCK-?.1,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1B?,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38?,P38?.1,P38?.2,P38?.3,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-?,PI3-K-?.1,PI4-K-?,SPHK1,SPHK2,Canonical_SMILES,Changed
COc1cccc(c1)-n1ncc2c(N\N=C\c3ccncc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,16460937,15,1,14,11,12,6,94,95,94,96,85,95,89,83.0,17,47,2,19,17,5,23,14,6,64,84,59,88,85,70,74,87,73,16,35,7,14,4,30,16,10,4.0,6,8,76.0,7,5.0,5,9,46.0,13,38,37,61.0,49,6.0,39.0,42,50.0,31,66.0,8.0,15.0,12.0,8,28.0,69,38,30,57.0,13,47,11,28.0,52.0,80,87,82,85,81.0,38,9,52.0,29.0,73,36,6,9,6,21.0,4,17,37,4,22,23,7,13,11,7,68,55,34,8,6,2,6,-9,7,11,10.0,7,7,3,5,2,9,4,4,7,4,4,5,7,0.0,-1,0,16,7,12,2,8,8,8,10,6,13,6,,3,4.0,10,19,1,4,43,61,74,5,2.0,-2,2,18,7,13,7,3,2,5,59,70,9,10,9,5,8,3,9,54,28,55.0,53,60,9,8,7,2,5,5,2,4,3,6,0,13,5,7,3,4,13,9,4,2,79,82.0,77,65,49,51,53,11,16,11,43,14,7,8,90,89,5,2,19,35,70,61,54,72,59,60,19,7,10,2,-3,0,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,True
COc1cccc(c1)-c1c[nH]c2c(N\N=C\c3ccncc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,16460937,15,10,15,25,9,3,91,94,93,93,58,93,82,79.0,17,45,2,17,16,4,5,12,3,58,82,52,83,82,54,59,77,65,15,31,6,13,-6,26,10,5,2.0,2,1,14.0,4,2.0,3,15,49.0,7,19,23,42.0,27,3.0,16.0,38,38.0,31,40.0,6.0,9.0,8.0,2,18.0,61,29,69,88.0,39,51,20,39.0,63.0,83,94,82,93,81.0,28,15,42.0,42.0,82,45,3,23,2,22.0,5,14,26,-11,11,11,12,15,13,20,75,62,35,1,3,1,1,-2,6,8,4.0,4,4,2,-7,-7,28,10,4,7,7,11,12,9,0.0,0,0,19,2,18,2,8,4,4,6,1,20,9,5.0,0,4.0,8,12,5,6,55,90,38,7,8.0,4,4,12,2,15,7,-2,4,11,51,57,5,6,6,8,12,5,8,67,49,39.0,21,30,7,8,5,-2,-1,11,1,3,5,11,-1,11,3,5,4,-2,35,17,2,9,73,74.0,74,45,51,51,46,9,13,7,38,15,5,6,83,84,-2,2,14,20,42,43,50,58,58,44,11,4,3,0,0,-1,COc1cccc(-c2c[nH]c3c(N/N=C/c4ccncc4)ncnc23)c1,True
COc1cccc(c1)-n1cnc2c(N\N=C\c3ccncc3)ncnc12,1,09:4-hydrazinly_pyrazolopyrimidines,16460937,16,3,0,-2,5,-1,80,87,88,84,28,85,72,59.0,7,16,-3,5,5,-1,15,6,1,16,29,16,47,42,19,26,50,36,1,26,-1,1,-5,16,11,-1,-3.0,1,-5,4.0,-4,-8.0,1,2,17.0,7,7,10,0.0,7,-2.0,4.0,5,14.0,13,33.0,-3.0,11.0,4.0,-4,1.0,11,-5,25,83.0,4,6,19,7.0,10.0,54,46,18,51,50.0,10,3,19.0,8.0,31,11,6,7,7,2.0,0,7,18,-4,-1,-1,1,7,7,-3,17,17,16,2,0,-1,11,3,-1,1,-5.0,-4,-3,-1,6,8,1,1,4,5,5,2,1,1,-5.0,-3,-3,4,4,2,1,3,-3,6,2,4,-1,5,4.0,5,0.0,1,7,1,4,8,-1,13,0,0.0,-5,0,3,6,-2,1,3,0,-2,14,17,-5,-5,-6,5,4,4,6,34,12,22.0,4,6,4,1,-5,5,5,-3,-3,7,0,0,4,9,-1,5,-3,3,3,5,3,-2,0,1.0,8,-2,1,-9,-4,-1,-1,1,-2,-1,0,2,35,32,4,0,-3,6,0,4,-1,2,3,11,6,-4,-2,-2,0,0,COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1,True
CCCN1CCC(CC1)c1ccc(Nc2nc(Nc3cc(F)ccc3C(N)=O)c3cc[nH]c3n2)c(OC)c1,1,"10:2,4-dianilino_pyrrolopyrimidines",19056263,21,-3,3,0,82,81,7,9,8,9,19,8,9,6.0,6,6,-2,6,8,7,65,15,19,9,9,12,11,7,7,25,15,19,-1,13,4,3,2,9,97,73,29.0,95,87,81.0,97,94.0,97,3,15.0,4,9,7,9.0,23,66.0,20.0,18,28.0,51,36.0,2.0,6.0,2.0,12,0.0,19,2,81,24.0,5,9,1,20.0,56.0,46,44,9,36,55.0,5,44,93.0,40.0,46,28,82,89,13,76.0,4,90,64,17,38,37,52,44,14,0,79,70,29,3,5,2,23,-7,38,67,73.0,72,80,50,45,59,2,9,12,70,67,63,54,7,2.0,0,3,14,4,5,10,30,17,5,6,9,1,47,47.0,4,4.0,65,70,23,30,3,-5,10,81,8.0,38,71,81,72,71,44,41,3,12,8,11,66,74,76,43,67,41,50,12,15,63.0,2,7,27,13,79,91,95,50,13,49,45,11,21,22,18,33,9,8,10,6,7,19,6,6.0,1,12,-2,18,26,84,12,14,5,3,30,13,9,10,13,25,22,94,82,85,82,82,49,70,83,3,13,-9,-2,0,CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,True
COc1cc(ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NC[C@@H](O)CO)c2cc[nH]c2n1)N1CCN(CC1)C(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19056263,12,-3,2,-8,60,20,5,6,6,5,7,6,1,1.0,7,4,-5,-1,2,-1,8,0,4,0,-3,5,10,7,1,0,9,12,-4,12,-1,-4,0,7,97,-3,6.0,89,70,60.0,117,93.0,78,1,4.0,2,6,5,3.0,3,8.0,4.0,6,8.0,18,14.0,6.0,2.0,4.0,-2,1.0,8,-13,0,7.0,8,5,-2,3.0,,14,5,9,4,5.0,6,9,61.0,1.0,11,9,26,60,11,16.0,3,14,56,2,6,5,1,7,8,-3,14,12,10,12,6,2,-2,-2,6,13,16.0,18,32,38,13,13,0,3,4,12,7,8,5,3,-1.0,-3,-1,7,6,4,7,7,-2,4,3,6,0,8,35.0,6,1.0,2,8,-1,3,3,-7,-2,52,-4.0,-1,11,62,21,7,4,5,2,4,5,9,21,13,17,3,20,1,8,9,9,17.0,1,3,6,4,20,54,85,47,-3,5,2,6,1,5,5,15,3,4,4,10,10,11,-4,-2.0,4,1,-3,-6,-1,57,10,6,5,3,7,5,0,-1,4,3,4,83,46,70,12,13,6,16,82,3,3,-1,6,1,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NC[C@@H](O)CO)c2cc[nH]c2n1,True
CCCN1CCCC(C1)c1ccc(Nc2nc(Nc3cc(F)ccc3C(N)=O)c3cc[nH]c3n2)c(OC)c1,1,"10:2,4-dianilino_pyrrolopyrimidines",19056263,-1,-4,3,-3,84,81,6,5,5,7,12,10,9,4.0,5,6,-1,6,10,6,68,22,21,7,6,12,8,5,7,16,15,9,-1,5,4,5,-2,16,98,76,29.0,96,86,81.0,96,95.0,97,5,12.0,6,6,6,13.0,21,57.0,14.0,7,21.0,42,24.0,3.0,6.0,5.0,12,1.0,17,4,79,13.0,5,3,0,13.0,43.0,38,40,8,33,32.0,4,41,81.0,38.0,37,28,79,86,3,75.0,3,88,83,-5,40,35,49,41,11,-2,81,72,25,9,6,3,7,-6,33,78,79.0,78,83,48,17,25,2,5,7,72,40,54,38,4,2.0,0,2,5,0,6,1,22,16,3,5,5,3,26,33.0,1,2.0,68,71,13,18,3,6,7,79,7.0,36,61,78,68,73,45,33,4,17,3,6,73,80,81,41,68,40,53,11,10,60.0,2,3,20,11,75,86,93,47,7,41,51,8,9,22,11,13,7,3,12,8,4,4,6,3.0,11,9,0,8,12,91,17,14,7,3,37,10,3,4,8,28,22,94,79,84,82,83,82,66,80,6,10,-1,4,-1,CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,True
COc1cc(ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1)N1CCN(CC1)C(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19056263,2,-3,3,12,83,82,2,2,2,3,7,2,3,3.0,0,5,0,6,4,5,31,8,13,4,5,8,3,1,5,10,10,7,-1,6,1,1,2,1,98,36,23.0,96,89,82.0,102,101.0,97,0,13.0,4,3,0,0.0,1,42.0,8.0,3,9.0,44,17.0,2.0,4.0,3.0,7,1.0,15,3,48,5.0,3,-1,-1,9.0,41.0,31,22,5,22,27.0,4,62,74.0,,39,23,79,90,4,77.0,2,95,62,-2,16,14,31,25,10,3,68,55,12,7,6,2,27,4,16,58,41.0,42,59,65,10,14,2,7,7,65,57,55,44,5,4.0,3,5,1,0,-4,3,16,7,5,6,5,0,25,55.0,5,7.0,23,29,16,20,2,3,5,79,8.0,29,53,78,65,75,53,16,5,7,9,2,80,84,84,38,67,39,48,9,14,85.0,0,2,34,13,78,91,95,46,2,20,25,28,3,11,3,13,7,6,7,4,3,0,1,2.0,0,0,0,3,6,89,9,9,2,2,15,6,5,7,1,5,13,88,74,75,77,87,36,55,86,1,3,-2,0,-1,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,True
CCCN1CCC=C(C1)c1ccc(Nc2nc(Nc3ccccc3C(N)=O)c3cc[nH]c3n2)c(C)c1,1,"10:2,4-dianilino_pyrrolopyrimidines",19056263,3,-1,3,0,69,57,5,7,5,9,12,8,16,13.0,2,8,-1,13,8,8,17,1,4,10,7,16,7,3,5,7,17,5,0,11,3,4,2,9,95,2,27.0,94,82,61.0,90,99.0,71,3,20.0,7,6,3,12.0,13,58.0,10.0,10,24.0,58,26.0,7.0,7.0,7.0,2,6.0,18,27,63,12.0,3,1,-3,10.0,21.0,41,24,10,29,37.0,4,13,70.0,8.0,9,7,25,52,3,28.0,5,88,64,4,33,28,36,43,21,-1,65,55,15,13,6,3,14,-5,29,48,,60,69,54,21,31,3,6,5,55,39,39,19,6,2.0,1,6,6,3,1,5,10,6,-1,4,3,1,32,19.0,2,3.0,9,13,4,10,13,14,33,51,3.0,9,13,48,16,21,8,6,5,6,7,4,62,71,68,14,21,15,16,9,9,70.0,4,7,29,15,45,38,77,6,4,13,7,8,-1,9,8,8,14,5,9,10,9,16,10,8.0,23,28,4,6,11,85,8,8,8,6,29,11,28,17,12,13,7,89,60,57,71,92,44,72,71,20,18,0,1,0,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1,True
COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,1,"10:2,4-dianilino_pyrrolopyrimidines",19071018,-4,-2,0,-2,87,89,0,-1,-1,0,0,0,5,0.0,0,3,0,-1,4,2,24,1,1,4,2,4,1,0,3,2,7,-2,-1,-1,2,1,0,9,98,0,4.0,96,89,86.0,100,96.0,98,0,29.0,13,1,4,4.0,-2,64.0,8.0,8,6.0,21,3.0,1.0,4.0,1.0,1,0.0,4,2,27,4.0,1,1,0,4.0,5.0,17,4,3,11,15.0,0,14,73.0,5.0,6,5,30,54,0,32.0,2,90,89,0,6,7,44,18,8,-3,18,14,3,3,2,2,-5,-3,6,21,20.0,13,21,92,28,51,3,1,2,41,23,23,12,3,1.0,1,2,-1,0,1,1,9,5,0,1,0,1,2,4.0,-2,0.0,11,8,2,3,6,12,14,76,-11.0,40,17,43,9,14,9,2,1,4,1,0,38,18,32,1,1,0,1,-4,5,4.0,1,-2,1,4,18,73,89,35,2,16,43,-1,-3,0,4,2,10,0,26,6,-6,-6,-2,-2.0,-9,0,0,4,1,13,6,3,2,1,4,1,1,1,-3,8,13,89,61,63,15,20,5,35,53,0,2,1,-1,0,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,False
COc1cc(C)c(cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1)N(C)C(=O)CN(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19071018,-5,-2,2,-3,23,11,2,0,0,0,0,1,0,-4.0,-2,2,-2,0,1,-2,2,-1,1,-2,-2,5,2,1,2,-2,6,-3,-5,-1,-3,-4,-3,5,46,2,-6.0,58,70,51.0,107,82.0,17,1,3.0,1,-3,-1,8.0,2,4.0,2.0,-1,4.0,4,1.0,-4.0,-2.0,-3.0,-2,1.0,2,-11,4,-1.0,1,-2,-3,2.0,3.0,7,1,-1,3,2.0,2,1,6.0,-1.0,2,-2,1,2,-4,5.0,2,19,58,-1,4,4,4,5,4,-2,5,2,2,1,3,1,2,-3,5,6,10.0,11,27,3,-6,18,3,0,3,3,1,5,3,1,-2.0,-2,-1,0,1,4,2,0,-3,-1,1,0,1,2,4.0,-1,-3.0,1,-1,1,1,-1,5,-1,8,-4.0,5,3,3,0,3,4,-1,0,0,-1,2,0,0,-1,2,4,2,2,2,5,4.0,0,1,1,3,5,5,16,2,-3,1,3,-1,-1,2,4,4,2,-1,3,1,-1,2,-4,-4.0,1,-3,1,-3,-2,3,4,1,2,1,3,2,-1,-3,-3,1,-1,13,2,5,13,15,2,4,26,-1,2,1,0,0,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,True
CCCN1CCC(CC1)Oc1cc(Nc2nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n2)c(OC)cc1Cl,1,"10:2,4-dianilino_pyrrolopyrimidines",19071018,-2,0,1,2,16,8,2,2,2,6,1,4,10,12.0,1,0,1,3,3,1,15,0,0,4,5,7,3,2,4,3,7,2,1,9,3,1,-1,14,92,3,0.0,69,78,39.0,88,92.0,38,10,9.0,5,3,5,7.0,-2,6.0,3.0,1,13.0,16,17.0,4.0,3.0,1.0,1,3.0,19,15,4,3.0,-1,3,6,3.0,-3.0,12,0,1,4,9.0,10,2,1.0,3.0,1,1,0,3,1,0.0,2,20,56,5,24,24,9,2,0,2,4,2,7,2,0,-1,3,6,21,12,7.0,8,21,47,7,2,1,4,2,7,3,4,1,1,2.0,2,1,1,-2,2,2,15,11,1,5,7,1,3,4.0,7,9.0,9,7,2,-1,6,-2,6,34,-11.0,31,23,24,0,17,4,0,-1,-1,1,4,17,8,9,3,2,1,3,-1,2,10.0,0,0,8,6,21,27,57,17,3,11,25,4,2,1,1,-2,2,-2,2,-2,-5,-9,0,1.0,6,1,2,2,3,3,4,0,0,0,18,3,10,9,-1,4,2,49,19,25,27,26,1,8,34,-1,0,-3,1,0,CCCN1CCC(Oc2cc(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c(OC)cc2Cl)CC1,True
COc1cc2CCN(C(=O)CN3CCN(CC3)C(C)C)c2cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,1,"10:2,4-dianilino_pyrrolopyrimidines",19071018,-4,-1,2,7,53,59,-1,1,3,4,2,1,0,-1.0,-3,3,-1,3,2,4,4,1,1,0,1,3,-1,-1,0,3,12,1,1,4,0,3,0,3,93,3,3.0,81,82,74.0,88,88.0,44,-1,9.0,0,1,-1,-1.0,2,2.0,3.0,0,6.0,8,6.0,3.0,1.0,3.0,1,1.0,10,4,5,2.0,0,-1,-2,1.0,2.0,15,2,3,12,5.0,3,6,22.0,17.0,15,14,27,47,3,60.0,0,77,60,-4,8,5,11,4,3,2,3,3,5,8,5,1,4,0,4,11,5.0,6,7,26,19,27,3,4,4,20,10,12,3,3,3.0,1,4,1,0,1,1,4,1,3,3,5,-1,6,10.0,2,3.0,0,3,2,5,2,3,0,30,1.0,7,7,10,6,7,8,1,3,5,5,1,8,12,9,2,3,4,3,0,9,5.0,-1,0,4,3,18,12,32,5,0,2,0,5,-1,7,2,6,6,1,3,2,1,4,0,1.0,2,0,-1,-1,1,18,7,3,3,3,7,4,2,4,-2,1,1,45,22,15,9,10,6,10,48,0,0,1,1,-1,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2,True
COc1cc(ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1)N1CCN(CC1)C(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,0,2,1,2,44,10,1,4,4,4,0,3,10,8.0,-2,-1,0,4,0,2,-3,1,1,3,3,2,3,2,3,2,0,2,-2,0,3,1,0,2,93,-1,0.0,80,86,45.0,82,60.0,15,8,9.0,1,0,1,2.0,-2,5.0,2.0,-1,3.0,14,14.0,-5.0,2.0,1.0,0,1.0,4,0,3,2.0,-2,1,7,1.0,2.0,15,5,2,15,9.0,7,13,22.0,3.0,3,1,10,35,2,6.0,0,23,63,10,1,1,3,0,1,2,8,7,1,-1,0,0,-2,-4,0,2,-1.0,-1,0,1,0,0,1,1,3,3,5,3,3,2,0.0,-1,1,-1,1,-1,-3,1,2,2,0,-1,1,0,2.0,0,1.0,0,0,4,4,5,0,4,4,0.0,4,18,29,1,10,1,-1,-1,0,2,2,5,4,4,1,3,1,2,3,0,48.0,1,-1,1,1,3,11,31,-2,0,0,1,2,-1,1,0,-1,0,-2,1,1,-2,-4,5,5.0,3,4,-2,8,1,5,2,1,-2,-1,0,0,3,5,-1,2,2,21,4,6,7,6,-2,2,70,2,4,-3,-2,-1,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1,True
COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(CCC2(C)C)C(=O)CN(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,3,-1,0,1,95,79,4,3,2,3,4,4,6,4.0,1,6,1,4,9,4,19,-3,8,6,5,13,4,2,7,1,12,1,1,6,4,3,-7,9,97,5,15.0,96,79,83.0,98,97.0,98,2,62.0,14,11,12,29.0,23,86.0,16.0,19,14.0,38,19.0,4.0,14.0,8.0,5,2.0,14,5,94,68.0,7,16,18,13.0,22.0,63,21,17,46,63.0,4,43,89.0,9.0,33,14,71,85,0,36.0,2,98,94,0,15,14,23,48,22,1,15,15,17,7,6,3,-3,3,12,15,21.0,21,24,89,63,87,14,8,14,66,51,50,34,5,2.0,0,3,5,4,3,9,44,34,4,15,16,5,10,9.0,6,9.0,67,72,15,7,12,14,13,21,6.0,20,31,62,7,26,10,4,-1,0,3,6,76,58,76,6,8,9,12,8,8,9.0,6,5,7,8,15,95,96,5,12,68,93,-3,-1,3,7,10,42,5,51,35,6,0,7,6.0,-1,10,-1,10,9,14,11,9,9,4,12,4,21,17,16,4,5,79,8,6,10,15,7,75,50,5,14,-1,2,-3,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2(C)C,True
COc1cc(ccc1Nc1nc(Nc2cccc(F)c2C(O)=O)c2cc[nH]c2n1)N1CCN(CC1)C(C)C,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,9,-3,2,1,76,64,6,4,2,5,8,6,6,5.0,7,4,0,4,6,6,8,5,4,4,3,9,9,6,4,1,9,9,0,11,6,3,6,13,96,-8,8.0,92,81,55.0,95,90.0,82,2,11.0,1,7,5,3.0,2,37.0,5.0,4,6.0,12,12.0,6.0,9.0,8.0,4,2.0,6,0,2,9.0,3,3,1,10.0,13.0,13,3,9,5,7.0,6,6,53.0,3.0,13,6,25,49,6,11.0,2,16,59,0,8,8,3,9,9,2,10,9,9,6,5,2,4,0,3,8,5.0,6,4,30,6,11,3,4,3,16,12,13,5,3,1.0,1,2,6,4,3,4,5,2,3,2,3,1,4,6.0,3,2.0,2,6,0,1,5,0,6,26,2.0,-2,4,40,20,6,4,2,1,5,5,6,5,7,5,5,5,3,9,4,7,6.0,0,3,6,3,8,49,71,2,1,6,1,6,1,5,4,5,3,5,6,7,9,4,2,2.0,6,5,-1,5,3,72,9,5,4,2,6,6,6,6,6,4,8,41,24,23,33,23,4,22,77,4,-3,1,-2,0,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(=O)O)c2cc[nH]c2n1,True
CNC(=O)c1ncccc1Nc1nc(Nc2cc3N(CCCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,-1,-1,2,1,80,81,3,2,0,4,2,4,8,6.0,2,5,1,2,8,3,6,-1,3,7,5,9,5,3,7,2,9,-2,0,8,5,2,-1,9,96,2,3.0,94,91,88.0,98,98.0,94,4,17.0,6,5,5,6.0,10,54.0,5.0,6,9.0,20,27.0,3.0,7.0,5.0,1,-1.0,5,2,4,3.0,5,2,1,4.0,3.0,21,7,7,10,27.0,0,11,73.0,8.0,22,8,54,81,3,20.0,3,27,64,-10,4,9,4,13,8,-5,6,8,5,7,5,2,0,3,4,7,6.0,8,6,93,50,57,5,4,6,26,14,20,7,4,2.0,1,2,3,4,1,2,20,11,1,7,5,2,6,7.0,1,3.0,9,9,2,3,9,4,7,12,3.0,6,13,27,4,8,6,1,2,3,2,3,55,25,42,4,4,5,6,0,7,8.0,5,5,7,8,18,73,94,8,5,23,66,5,-4,3,4,9,7,0,26,10,-1,7,6,5.0,10,10,2,7,11,9,9,4,6,3,6,1,16,15,0,1,4,93,22,14,8,13,8,23,35,2,4,2,0,-1,CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12,True
COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc1nc(N2CCc3ccccc23)c2cc[nH]c2n1,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,-3,-3,0,0,85,62,2,-1,-1,2,-1,4,7,5.0,0,4,3,8,8,2,0,-1,1,4,6,10,1,1,3,2,8,-2,2,6,1,1,0,9,90,0,,90,85,79.0,91,98.0,90,1,4.0,4,3,5,5.0,-7,21.0,0.0,2,9.0,5,9.0,-1.0,7.0,1.0,1,2.0,0,14,2,5.0,5,5,1,-1.0,2.0,4,-1,0,2,3.0,1,2,12.0,1.0,2,0,2,9,0,6.0,1,19,57,-4,2,2,3,7,5,4,2,0,1,4,2,1,-1,-1,2,2,3.0,4,5,25,-6,-3,0,5,2,0,-1,1,0,0,1.0,1,1,1,-1,2,0,5,2,1,1,-1,3,3,3.0,-1,1.0,1,-1,1,-1,3,8,3,7,-1.0,4,3,3,0,3,4,-2,2,0,8,5,4,4,4,2,6,0,3,-3,7,-4.0,1,1,0,4,2,14,19,5,0,-1,0,4,0,1,4,1,3,-1,5,0,-1,0,0,1.0,-2,2,2,1,3,2,4,2,2,1,2,2,1,1,-4,1,2,44,3,3,2,4,2,-9,25,3,3,2,-1,1,COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,True
COc1cc2CCCN(C(=O)CN(C)C)c2cc1Nc1nc(Nc2ccsc2C(N)=O)c2cc[nH]c2n1,1,"10:2,4-dianilino_pyrrolopyrimidines",19081716,2,-1,0,-2,82,87,-13,0,3,3,2,5,4,8.0,-5,1,1,-2,4,1,3,4,9,11,7,17,6,2,11,6,7,2,-1,4,0,2,1,5,96,11,2.0,95,85,82.0,100,101.0,97,6,29.0,-26,4,4,12.0,7,67.0,7.0,-22,14.0,14,7.0,-2.0,1.0,3.0,2,1.0,5,-17,83,-26.0,3,4,9,1.0,5.0,26,3,3,14,34.0,11,13,80.0,-20.0,21,9,55,78,2,35.0,-1,86,61,-5,2,0,12,8,-17,0,15,17,17,1,7,2,-3,5,-6,4,-8.0,6,10,97,60,83,1,0,0,35,-1,16,8,1,1.0,0,5,2,0,3,3,-10,10,2,2,10,-1,2,0.0,1,4.0,26,23,0,0,3,3,-11,12,0.0,12,-16,41,-1,13,-5,1,-2,6,0,0,51,20,40,1,5,5,6,6,0,2.0,2,0,0,2,11,91,95,4,3,38,80,-12,1,1,7,-4,10,0,25,9,-1,-1,0,7.0,6,-1,-1,6,6,8,-18,7,0,3,-30,2,1,3,-1,0,3,72,6,5,5,1,-3,38,36,-1,0,-3,0,0,COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2,True
